"id","job_key","customer_id","artisan_id","request_type_id","location_id","address","service_type","schedule","description","status","created_at","updated_at","contact_person_name","contact_person_phone"
"409","FUN/JOB/IND/00000282","93","","10","2","as n","individual","2022-12-15 22:44:34","bb bhn mbnm bhj","pending","2022-12-15T18:44:53.000000Z","2022-12-15T18:44:53.000000Z","",""
"410","FUN/JOB/IND/00000283","93","","10","1","jj nfgjmnf gfofm njml","individual","2022-12-15 22:45:06","b hb b hjb","pending","2022-12-15T18:45:23.000000Z","2022-12-15T18:45:23.000000Z","",""
"411","FUN/JOB/IND/00000284","93","","3","4","jj nfgjmnf gfofm njml","individual","2022-12-16 14:50:21","dsv xcvsd","cancel","2022-12-16T10:51:02.000000Z","2023-01-04T15:56:59.000000Z","",""
"412","FUN/JOB/IND/00000285","93","395","2","1","jj nfgjmnf gfofm njml","individual","2023-01-20 16:52:21","fbssbd","accepted","2022-12-16T10:51:02.000000Z","2023-04-18T14:05:05.000000Z","",""
"413","FUN/JOB/IND/00000286","381","395","1","6","Nairobi","individual","2022-12-19 10:33:29","fix","accepted","2022-12-19T06:33:36.000000Z","2022-12-19T06:33:54.000000Z","",""
"414","FUN/JOB/IND/00000287","381","395","3","7","Nairobi","individual","2022-12-22 13:52:13","fix","accepted","2022-12-22T09:52:22.000000Z","2023-05-31T15:23:25.000000Z","",""
"415","FUN/JOB/IND/00000288","527","","1","31","Reata Apartments","individual","2023-01-04 11:00:24","I need to fix my broken wiring system","pending","2023-01-03T08:02:45.000000Z","2023-01-03T08:02:45.000000Z","",""
"416","FUN/JOB/IND/00000289","381","540","4","62","Nairobi","individual","2023-01-04 09:49:59","fix wardrobe","accepted","2023-01-04T08:50:40.000000Z","2023-01-05T13:50:33.000000Z","",""
"417","FUN/JOB/IND/00000290","381","395","8","8","Nairobi","individual","2023-01-05 00:00:00","Fix car","accepted","2023-01-04T08:53:07.000000Z","2023-01-04T09:00:09.000000Z","",""
"418","FUN/JOB/IND/00000291","532","395","1","6","Nairobi","individual","2023-01-04 18:39:53","fix light","accepted","2023-01-04T17:40:32.000000Z","2023-01-04T17:41:34.000000Z","",""
"419","FUN/JOB/IND/00000292","532","395","1","8","Nairobi","individual","2023-01-04 18:56:28","fix","accepted","2023-01-04T17:56:42.000000Z","2023-01-05T17:15:13.000000Z","",""
"420","FUN/JOB/IND/00000293","381","540","4","8","Nairobi","individual","2023-01-05 14:52:33","fix","accepted","2023-01-05T13:52:52.000000Z","2023-01-05T14:14:42.000000Z","",""
"421","FUN/JOB/IND/00000294","381","540","4","8","Nairobi","individual","2023-01-05 15:19:16","fix","accepted","2023-01-05T14:19:33.000000Z","2023-01-05T14:20:31.000000Z","",""
"422","FUN/JOB/IND/00000295","381","540","4","8","Nairobi","individual","2023-01-06 15:24:22","fix","accepted","2023-01-05T14:24:47.000000Z","2023-01-05T14:25:04.000000Z","",""
"423","FUN/JOB/IND/00000296","381","540","4","8","Nairobi","individual","2023-01-07 00:00:00","Fix","accepted","2023-01-05T14:38:31.000000Z","2023-01-05T14:39:02.000000Z","",""
"424","FUN/JOB/IND/00000297","381","540","4","8","Lakeview","individual","2023-01-09 00:00:00","Fix","accepted","2023-01-05T14:40:13.000000Z","2023-01-05T14:40:28.000000Z","",""
"425","FUN/JOB/BUS/00000100","381","395","1","8","Nairobi","business","2023-01-06 18:19:20","fix","accepted","2023-01-05T17:21:17.000000Z","2023-01-05T17:22:28.000000Z","Bidemi","254708963254"
"426","FUN/JOB/IND/00000298","381","395","1","8","Nairobi","individual","2023-01-09 18:27:13","fix","accepted","2023-01-05T17:27:40.000000Z","2023-01-05T17:27:58.000000Z","",""
"427","FUN/JOB/IND/00000299","381","395","1","8","Nairobi","individual","2023-01-06 18:42:31","fix","accepted","2023-01-05T17:42:56.000000Z","2023-01-23T16:44:24.000000Z","",""
"428","FUN/JOB/BUS/00000101","381","395","1","8","Nairobi","business","2023-01-09 18:44:01","fix","accepted","2023-01-05T17:44:37.000000Z","2023-01-05T17:45:02.000000Z","Bidemi","254708963245"
"429","FUN/JOB/IND/00000300","381","395","1","8","Nairobi","individual","2023-01-09 09:49:09","fix","accepted","2023-01-06T08:49:36.000000Z","2023-01-06T08:49:49.000000Z","",""
"430","FUN/JOB/IND/00000301","381","395","1","6","Nairobi","individual","2023-01-09 13:44:35","fix","accepted","2023-01-09T12:44:55.000000Z","2023-01-20T11:06:08.000000Z","",""
"431","FUN/JOB/IND/00000302","543","395","1","8","Nairobi","individual","2023-01-12 10:36:36","fix","accepted","2023-01-10T09:37:42.000000Z","2023-01-10T09:42:26.000000Z","",""
"432","FUN/JOB/BUS/00000102","543","395","1","6","Nairobi","business","2023-01-10 10:37:55","fix","accepted","2023-01-10T09:41:01.000000Z","2023-01-10T09:42:22.000000Z","Bidemi","254708963241"
"433","FUN/JOB/IND/00000303","93","","4","9","njv ddffd","individual","2023-07-11 09:35:59",",lvs vsmksd","pending","2023-01-10T16:24:21.000000Z","2023-07-03T08:36:04.000000Z","",""
"434","FUN/JOB/IND/00000304","381","395","1","6","Nairobi","individual","2023-01-20 10:31:31","fix","closed","2023-01-20T09:31:47.000000Z","2024-06-11T11:05:04.000000Z","",""
"435","FUN/JOB/IND/00000305","381","395","1","6","Nairobi","individual","2023-01-20 12:06:26","fix","accepted","2023-01-20T11:06:39.000000Z","2023-01-20T11:06:55.000000Z","",""
"436","FUN/JOB/IND/00000306","381","395","1","6","Nairobi","individual","2023-01-20 17:11:56","fix","accepted","2023-01-20T16:12:10.000000Z","2023-01-23T16:42:04.000000Z","",""
"437","FUN/JOB/IND/00000307","381","395","1","6","Nairobi","individual","2023-01-20 21:19:22","fix cutout","accepted","2023-01-20T19:34:09.000000Z","2023-01-20T20:19:24.000000Z","",""
"438","FUN/JOB/BUS/00000103","381","395","1","6","Nairobi","business","2023-01-20 20:34:24","repair cut out","closed","2023-01-20T19:35:09.000000Z","2024-06-11T11:03:01.000000Z","Bidemi","254708963242"
"439","FUN/JOB/BUS/00000104","381","395","8","6","Nairobi","business","2023-01-24 11:58:27","fix","accepted","2023-01-24T10:55:58.000000Z","2023-01-24T10:58:26.000000Z","Bidemi","254708946324"
"440","FUN/JOB/IND/00000308","381","395","1","6","Nairobi","individual","2023-02-01 12:42:09","fix","accepted","2023-01-27T10:50:24.000000Z","2023-04-04T15:38:30.000000Z","",""
"441","FUN/JOB/IND/00000309","381","395","1","6","Nairobi","individual","2023-02-01 00:00:00","fix","accepted","2023-02-01T08:37:14.000000Z","2023-02-01T11:58:00.000000Z","",""
"442","FUN/JOB/IND/00000310","381","395","1","6","Nairobi","individual","2023-02-02 00:00:00","Fix","closed","2023-02-01T11:35:18.000000Z","2024-06-11T10:59:09.000000Z","",""
"443","FUN/JOB/IND/00000311","381","","8","6","Nairobi","individual","2023-02-02 00:00:00","Fix","pending","2023-02-01T14:00:23.000000Z","2023-02-01T14:00:23.000000Z","",""
"444","FUN/JOB/IND/00000312","381","","8","82","Mumbai","individual","2023-02-03 00:00:00","Fix","pending","2023-02-01T14:01:08.000000Z","2023-02-01T14:01:08.000000Z","",""
"445","FUN/JOB/BUS/00000105","381","395","1","6","Mumbai","business","2023-02-03 00:00:00","Fix","accepted","2023-02-01T14:02:10.000000Z","2023-03-24T10:20:15.000000Z","Fundis","254741258963"
"446","FUN/JOB/IND/00000313","381","395","8","6","Nairobi","individual","2023-02-01 17:36:46","fix","closed","2023-02-01T16:36:55.000000Z","2024-06-11T10:57:50.000000Z","",""
"447","FUN/JOB/IND/00000314","381","395","1","6","Nairobi","individual","2023-02-01 17:40:19","Fix","accepted","2023-02-01T16:40:26.000000Z","2023-02-13T13:25:28.000000Z","",""
"448","FUN/JOB/IND/00000315","381","395","1","6","Nairobi","individual","2023-02-06 00:00:00","Fix","accepted","2023-02-05T19:23:14.000000Z","2023-02-05T22:31:47.000000Z","",""
"449","FUN/JOB/IND/00000316","381","414","1","6","Nairobi","individual","2023-02-06 00:00:00","Work","accepted","2023-02-05T21:14:07.000000Z","2023-02-05T22:27:35.000000Z","",""
"450","FUN/JOB/BUS/00000106","381","395","1","6","Nairobi","business","2023-02-06 22:15:35","work","closed","2023-02-05T21:16:10.000000Z","2024-06-11T10:55:43.000000Z","Customer","254708963245"
"451","FUN/JOB/IND/00000317","381","395","1","6","Nairobi","individual","2023-02-09 12:01:44","material","accepted","2023-02-08T10:59:29.000000Z","2023-02-09T11:01:36.000000Z","",""
"452","FUN/JOB/BUS/00000107","620","395","1","8","Nairobi","business","2023-02-09 17:07:56","material replace","accepted","2023-02-09T16:08:23.000000Z","2023-02-09T16:12:40.000000Z","Bidemi","254708956324"
"453","FUN/JOB/IND/00000318","620","395","8","32","Nairobi","individual","2023-02-09 17:16:44","fix","accepted","2023-02-09T16:17:13.000000Z","2023-02-13T10:53:47.000000Z","",""
"454","FUN/JOB/BUS/00000108","381","395","8","8","Nairobi","business","2023-02-13 12:36:38","equipment","accepted","2023-02-13T11:37:17.000000Z","2023-02-13T11:38:00.000000Z","Customer","254708962324"
"455","FUN/JOB/IND/00000319","381","634","5","9","Nairobi","individual","2023-02-13 13:46:49","work","closed","2023-02-13T12:47:09.000000Z","2024-06-11T10:54:46.000000Z","",""
"456","FUN/JOB/IND/00000320","381","634","4","71","Nairobi","individual","2023-02-13 14:33:49","fix","accepted","2023-02-13T13:34:53.000000Z","2023-02-13T13:35:07.000000Z","",""
"457","FUN/JOB/IND/00000321","381","634","4","9","Nairobi","individual","2023-02-13 14:56:11","work","accepted","2023-02-13T13:56:28.000000Z","2023-02-13T13:57:48.000000Z","",""
"458","FUN/JOB/IND/00000322","381","634","4","12","Nairobi","individual","2023-02-13 14:56:57","work","accepted","2023-02-13T13:57:37.000000Z","2023-02-13T13:57:44.000000Z","",""
"459","FUN/JOB/IND/00000323","381","482","6","64","Nairobi","individual","2023-02-14 10:20:56","weld","accepted","2023-02-14T09:21:14.000000Z","2023-02-14T09:26:22.000000Z","",""
"460","FUN/JOB/IND/00000324","381","482","10","60","Nairobi","individual","2023-02-14 10:21:58","works","accepted","2023-02-14T09:22:29.000000Z","2023-02-14T09:36:18.000000Z","",""
"461","FUN/JOB/IND/00000325","381","634","6","62","Nairobi","individual","2023-02-14 10:26:29","weld pump","accepted","2023-02-14T09:27:41.000000Z","2023-02-14T09:34:40.000000Z","",""
"462","FUN/JOB/IND/00000326","642","","4","5","csdjns dfnjv vfjdn","individual","2023-02-15 09:10:48","Repair my house furnitures","pending","2023-02-15T08:11:23.000000Z","2023-02-15T08:11:23.000000Z","",""
"463","FUN/JOB/IND/00000327","381","","1","2","Iste irure fugit mi","individual","2023-03-04 00:00:00","Exercitation velit q","pending","2023-03-01T17:32:53.000000Z","2023-03-01T17:32:53.000000Z","",""
"464","FUN/JOB/IND/00000328","381","395","3","6","Nairobi","individual","2023-03-02 16:49:11","pipe repair","accepted","2023-03-02T15:49:31.000000Z","2023-03-24T10:22:08.000000Z","",""
"465","FUN/JOB/IND/00000329","381","","5","9","Nairobi","individual","2023-03-06 19:54:04","paint wall","pending","2023-03-06T18:54:29.000000Z","2023-03-06T18:54:29.000000Z","",""
"466","FUN/JOB/BUS/00000109","381","","4","8","Nairobi","business","2024-08-06 15:13:07","wardrobe","cancel","2023-03-06T18:56:13.000000Z","2024-08-05T14:13:19.000000Z","Korede","254147856321"
"467","FUN/JOB/IND/00000330","694","","1","8","Nairobi","individual","2023-03-10 16:05:08","fix","pending","2023-03-10T15:05:17.000000Z","2023-03-10T15:05:17.000000Z","",""
"468","FUN/JOB/IND/00000331","694","","4","3","Nairobi","individual","2023-03-12 09:53:40","funiture","pending","2023-03-12T08:54:14.000000Z","2023-03-12T08:54:14.000000Z","",""
"469","FUN/JOB/IND/00000332","694","395","3","6","Nairobi","individual","2023-03-12 10:02:03","plumber","accepted","2023-03-12T09:02:14.000000Z","2023-03-13T15:40:36.000000Z","",""
"470","FUN/JOB/IND/00000333","694","395","2","1","Nairobi","individual","2023-03-12 10:03:02","fix","accepted","2023-03-12T09:03:14.000000Z","2023-03-12T09:03:34.000000Z","",""
"471","FUN/JOB/IND/00000334","697","395","1","1","testing","individual","2023-03-16 08:39:07","testing","accepted","2023-03-16T06:39:43.000000Z","2023-03-20T14:27:32.000000Z","",""
"472","FUN/JOB/IND/00000335","522","","2","1","testing","individual","2023-03-16 08:46:41","job descriptions","cancel","2023-03-16T06:46:59.000000Z","2023-03-16T06:48:34.000000Z","",""
"474","FUN/JOB/IND/00000337","381","395","10","3","Nairobi","individual","2023-05-24 07:44:10","Building","accepted","2023-05-24T06:44:35.000000Z","2023-06-20T18:10:34.000000Z","",""
"475","FUN/JOB/IND/00000338","381","395","1","6","Nairobi","individual","2023-05-27 19:47:19","fix","closed","2023-05-27T18:47:36.000000Z","2023-05-30T14:50:58.000000Z","",""
"476","FUN/JOB/IND/00000339","381","395","1","6","Nairobi","individual","2023-05-30 16:35:07","fix","closed","2023-05-30T15:35:24.000000Z","2023-05-30T15:38:59.000000Z","",""
"477","FUN/JOB/IND/00000340","381","395","1","6","Nairobi","individual","2023-05-30 16:59:38","fix","accepted","2023-05-30T15:59:57.000000Z","2023-05-30T16:00:25.000000Z","",""
"478","FUN/JOB/IND/00000341","381","395","1","6","Nairobi","individual","2023-05-30 19:16:22","fix","accepted","2023-05-30T18:16:38.000000Z","2023-05-30T18:36:53.000000Z","",""
"479","FUN/JOB/IND/00000342","381","395","3","7","Nairobi","individual","2023-05-30 19:16:55","fix water pump","accepted","2023-05-30T18:17:27.000000Z","2023-05-30T18:38:31.000000Z","",""
"480","FUN/JOB/IND/00000343","381","395","1","6","Nairobi","individual","2023-06-07 15:44:38","fix","accepted","2023-06-07T14:44:52.000000Z","2023-06-07T14:45:16.000000Z","",""
"481","FUN/JOB/IND/00000344","381","395","1","6","Nairobi","individual","2023-06-15 13:06:01","Kindly fix my electrical work","accepted","2023-06-15T12:06:35.000000Z","2023-06-15T12:09:04.000000Z","",""
"482","FUN/JOB/IND/00000345","381","395","1","6","Nairobi","individual","2023-06-29 17:41:18","repair","closed","2023-06-29T16:41:37.000000Z","2024-06-11T10:48:51.000000Z","",""
"483","FUN/JOB/IND/00000346","381","395","1","6","Nairobi","individual","2023-07-02 19:40:03","fix","closed","2023-07-02T18:40:20.000000Z","2023-07-03T16:26:03.000000Z","",""
"484","FUN/JOB/IND/00000347","622","89","1","1","kkk adress","individual","2023-07-03 13:29:12","lkjnbhgu","accepted","2023-07-03T10:29:23.000000Z","2023-07-03T10:30:11.000000Z","",""
"485","FUN/JOB/IND/00000348","622","","1","1","kkk adress","individual","2023-08-09 13:00:45","oiubhikj","pending","2023-08-09T10:13:43.000000Z","2023-08-09T10:13:43.000000Z","",""
"486","FUN/JOB/IND/00000349","93","","4","2","Ullam deleniti ullam","individual","2023-08-16 17:40:08","Delectus ipsum quo","pending","2023-08-16T16:45:55.000000Z","2023-08-16T16:45:55.000000Z","",""
"487","FUN/JOB/BUS/00000110","93","","5","6","Sed aliquam incidunt","business","2023-08-22 00:00:00","Incididunt sit maxim","pending","2023-08-16T19:35:01.000000Z","2023-08-16T19:35:01.000000Z","Donna Morgan","254701668794"
"488","FUN/JOB/IND/00000350","621","89","1","2","kkk adress","individual","2023-08-24 13:01:48","Job description testing","accepted","2023-08-24T10:03:06.000000Z","2023-08-24T10:04:31.000000Z","",""
"489","FUN/JOB/IND/00000351","621","89","1","2","kkk adress","individual","2023-08-30 15:44:20","hjyviu","accepted","2023-08-30T12:44:36.000000Z","2023-08-30T19:51:38.000000Z","",""
"490","FUN/JOB/IND/00000352","621","","6","2","Reata Apartments","individual","2023-09-05 18:00:23","description","cancel","2023-09-05T15:00:59.000000Z","2023-09-05T15:01:14.000000Z","",""
"491","FUN/JOB/IND/00000353","621","138","1","2","kkk adress","individual","2023-09-05 18:01:16","description job gh","accepted","2023-09-05T15:01:40.000000Z","2023-09-05T15:02:46.000000Z","",""
"492","FUN/JOB/IND/00000354","1107","","1","28","Kilimani","individual","2023-11-27 12:10:43","Plumbing","pending","2023-11-27T09:13:19.000000Z","2023-11-27T09:13:19.000000Z","",""
"493","FUN/JOB/IND/00000355","1110","","2","3","Nairobi","individual","2024-05-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-05-20T15:42:39.000000Z","2024-05-20T15:42:39.000000Z","",""
"494","FUN/JOB/IND/00000356","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T11:34:56.000000Z","2024-06-24T11:34:56.000000Z","",""
"495","FUN/JOB/IND/00000357","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T11:36:05.000000Z","2024-06-24T11:36:05.000000Z","",""
"496","FUN/JOB/IND/00000358","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T11:36:39.000000Z","2024-06-24T11:36:39.000000Z","",""
"497","FUN/JOB/IND/00000359","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T14:21:35.000000Z","2024-06-24T14:21:35.000000Z","",""
"498","FUN/JOB/IND/00000360","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my bathroom tap","pending","2024-06-24T14:21:35.000000Z","2024-06-24T14:21:35.000000Z","",""
"499","FUN/JOB/IND/00000361","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T14:26:13.000000Z","2024-06-24T14:26:13.000000Z","",""
"500","FUN/JOB/IND/00000362","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my bathroom tap","pending","2024-06-24T14:26:13.000000Z","2024-06-24T14:26:13.000000Z","",""
"501","FUN/JOB/IND/00000363","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T14:52:21.000000Z","2024-06-24T14:52:21.000000Z","",""
"502","FUN/JOB/IND/00000364","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my bathroom tap","pending","2024-06-24T14:52:21.000000Z","2024-06-24T14:52:21.000000Z","",""
"503","FUN/JOB/IND/00000365","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T14:53:31.000000Z","2024-06-24T14:53:31.000000Z","",""
"504","FUN/JOB/IND/00000366","381","","2","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my bathroom tap","pending","2024-06-24T14:53:31.000000Z","2024-06-24T14:53:31.000000Z","",""
"505","FUN/JOB/IND/00000367","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:29:13.000000Z","2024-06-24T15:29:13.000000Z","",""
"506","FUN/JOB/IND/00000368","381","","4","4","Nairobi","individual","2024-06-24 16:31:10","repair","pending","2024-06-24T15:31:41.000000Z","2024-06-24T15:31:41.000000Z","",""
"507","FUN/JOB/IND/00000369","381","","1","4","Nairobi","individual","2024-06-24 16:31:53","repair tap","pending","2024-06-24T15:32:17.000000Z","2024-06-24T15:32:17.000000Z","",""
"508","FUN/JOB/IND/00000370","381","","2","3","Nairobi","individual","2024-06-24 16:32:34","ghhghhjhjvhj","pending","2024-06-24T15:32:49.000000Z","2024-06-24T15:32:49.000000Z","",""
"509","FUN/JOB/IND/00000371","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:35:03.000000Z","2024-06-24T15:35:03.000000Z","",""
"510","FUN/JOB/IND/00000372","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:36:34.000000Z","2024-06-24T15:36:34.000000Z","",""
"511","FUN/JOB/IND/00000373","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:38:16.000000Z","2024-06-24T15:38:16.000000Z","",""
"512","FUN/JOB/IND/00000374","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:39:09.000000Z","2024-06-24T15:39:09.000000Z","",""
"513","FUN/JOB/IND/00000375","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:39:37.000000Z","2024-06-24T15:39:37.000000Z","",""
"514","FUN/JOB/IND/00000376","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:40:28.000000Z","2024-06-24T15:40:28.000000Z","",""
"515","FUN/JOB/IND/00000377","381","","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-06-24T15:41:02.000000Z","2024-06-24T15:41:02.000000Z","",""
"516","FUN/JOB/IND/00000378","381","395","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","accepted","2024-06-24T15:43:00.000000Z","2024-08-19T10:08:25.000000Z","",""
"517","FUN/JOB/IND/00000379","381","395","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","closed","2024-06-24T16:01:32.000000Z","2024-08-28T12:03:39.000000Z","",""
"518","FUN/JOB/IND/00000380","381","395","3","3","Nairobi","individual","2024-06-30 00:00:00","I want to fix my kitchen cabinet","closed","2024-06-24T16:03:39.000000Z","2024-08-28T12:02:04.000000Z","",""
"519","FUN/JOB/IND/00000381","381","395","3","3","Nairobi","individual","2024-08-12 15:40:12","I want to fix my kitchen cabinet","accepted","2024-06-24T16:06:10.000000Z","2024-08-05T18:13:45.000000Z","",""
"520","FUN/JOB/IND/00000382","381","","3","3","Nairobi","individual","2024-07-30 00:00:00","I want to fix my kitchen cabinet","cancel","2024-07-01T14:13:47.000000Z","2024-08-05T14:23:16.000000Z","",""
"521","FUN/JOB/IND/00000383","381","","3","3","Nairobi","individual","2024-07-30 00:00:00","I want to fix my kitchen cabinet","cancel","2024-07-01T14:16:26.000000Z","2024-08-05T14:21:52.000000Z","",""
"522","FUN/JOB/IND/00000384","381","482","3","3","Nairobi","individual","2024-07-30 00:00:00","I want to fix my kitchen cabinet","accepted","2024-07-01T14:18:12.000000Z","2024-08-03T08:13:32.000000Z","",""
"523","FUN/JOB/IND/00000385","381","395","2","3","Nairobi","individual","2024-07-30 00:00:00","I want to fix my bathroom tap","accepted","2024-07-01T14:18:12.000000Z","2024-08-03T19:17:31.000000Z","",""
"524","FUN/JOB/IND/00000386","1199","","12","29","0716680068","individual","2024-07-29 08:43:36","I need a job am a mason plaster","pending","2024-07-29T05:47:13.000000Z","2024-07-29T05:47:13.000000Z","",""
"525","FUN/JOB/IND/00000387","381","","3","3","Nairobi","individual","2024-08-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-08-19T18:04:00.000000Z","2024-08-19T18:04:00.000000Z","",""
"526","FUN/JOB/IND/00000388","381","","3","3","Nairobi","individual","2024-08-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-08-19T18:04:21.000000Z","2024-08-19T18:04:21.000000Z","",""
"527","FUN/JOB/IND/00000389","381","","2","3","Nairobi","individual","2024-08-30 00:00:00","I want to fix my bathroom tap","pending","2024-08-19T18:04:21.000000Z","2024-08-19T18:04:21.000000Z","",""
"528","FUN/JOB/IND/00000390","381","","3","3","Nairobi","individual","2024-08-30 00:00:00","I want to fix my kitchen cabinet","pending","2024-08-19T18:17:44.000000Z","2024-08-19T18:17:44.000000Z","",""
